datetime,power_clim_MW
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,1.2494121290322582
441,7.8455576774193565
442,14.712303483870969
443,20.16606141935484
444,23.378910967741938
445,23.925132387096777
446,21.441899354838714
447,16.986244129032258
448,11.40062141935484
449,4.798397935483871
450,0.050473290322580654
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,1.2494121290322582
465,7.8455576774193565
466,14.712303483870969
467,20.16606141935484
468,23.378910967741938
469,23.925132387096777
470,21.441899354838714
471,16.986244129032258
472,11.40062141935484
473,4.798397935483871
474,0.050473290322580654
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,1.2494121290322582
489,7.8455576774193565
490,14.712303483870969
491,20.16606141935484
492,23.378910967741938
493,23.925132387096777
494,21.441899354838714
495,16.986244129032258
496,11.40062141935484
497,4.798397935483871
498,0.050473290322580654
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,1.2494121290322582
513,7.8455576774193565
514,14.712303483870969
515,20.16606141935484
516,23.378910967741938
517,23.925132387096777
518,21.441899354838714
519,16.986244129032258
520,11.40062141935484
521,4.798397935483871
522,0.050473290322580654
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,1.2494121290322582
537,7.8455576774193565
538,14.712303483870969
539,20.16606141935484
540,23.378910967741938
541,23.925132387096777
542,21.441899354838714
543,16.986244129032258
544,11.40062141935484
545,4.798397935483871
546,0.050473290322580654
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,1.2494121290322582
561,7.8455576774193565
562,14.712303483870969
563,20.16606141935484
564,23.378910967741938
565,23.925132387096777
566,21.441899354838714
567,16.986244129032258
568,11.40062141935484
569,4.798397935483871
570,0.050473290322580654
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,1.2494121290322582
585,7.8455576774193565
586,14.712303483870969
587,20.16606141935484
588,23.378910967741938
589,23.925132387096777
590,21.441899354838714
591,16.986244129032258
592,11.40062141935484
593,4.798397935483871
594,0.050473290322580654
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,1.2494121290322582
609,7.8455576774193565
610,14.712303483870969
611,20.16606141935484
612,23.378910967741938
613,23.925132387096777
614,21.441899354838714
615,16.986244129032258
616,11.40062141935484
617,4.798397935483871
618,0.050473290322580654
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,1.2494121290322582
633,7.8455576774193565
634,14.712303483870969
635,20.16606141935484
636,23.378910967741938
637,23.925132387096777
638,21.441899354838714
639,16.986244129032258
640,11.40062141935484
641,4.798397935483871
642,0.050473290322580654
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,1.2494121290322582
657,7.8455576774193565
658,14.712303483870969
659,20.16606141935484
660,23.378910967741938
661,23.925132387096777
662,21.441899354838714
663,16.986244129032258
664,11.40062141935484
665,4.798397935483871
666,0.050473290322580654
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,1.2494121290322582
681,7.8455576774193565
682,14.712303483870969
683,20.16606141935484
684,23.378910967741938
685,23.925132387096777
686,21.441899354838714
687,16.986244129032258
688,11.40062141935484
689,4.798397935483871
690,0.050473290322580654
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,1.2494121290322582
705,7.8455576774193565
706,14.712303483870969
707,20.16606141935484
708,23.378910967741938
709,23.925132387096777
710,21.441899354838714
711,16.986244129032258
712,11.40062141935484
713,4.798397935483871
714,0.050473290322580654
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,1.2494121290322582
729,7.8455576774193565
730,14.712303483870969
731,20.16606141935484
732,23.378910967741938
733,23.925132387096777
734,21.441899354838714
735,16.986244129032258
736,11.40062141935484
737,4.798397935483871
738,0.050473290322580654
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,3.34216170212766
753,11.253542127659575
754,18.973194893617023
755,24.393568226950357
756,28.136034042553195
757,28.970339858156034
758,27.516986099290776
759,22.903902411347524
760,16.28029276595745
761,8.697173333333334
762,1.7232249645390072
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,3.34216170212766
777,11.253542127659575
778,18.973194893617023
779,24.393568226950357
780,28.136034042553195
781,28.970339858156034
782,27.516986099290776
783,22.903902411347524
784,16.28029276595745
785,8.697173333333334
786,1.7232249645390072
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,3.34216170212766
801,11.253542127659575
802,18.973194893617023
803,24.393568226950357
804,28.136034042553195
805,28.970339858156034
806,27.516986099290776
807,22.903902411347524
808,16.28029276595745
809,8.697173333333334
810,1.7232249645390072
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,3.34216170212766
825,11.253542127659575
826,18.973194893617023
827,24.393568226950357
828,28.136034042553195
829,28.970339858156034
830,27.516986099290776
831,22.903902411347524
832,16.28029276595745
833,8.697173333333334
834,1.7232249645390072
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,3.34216170212766
849,11.253542127659575
850,18.973194893617023
851,24.393568226950357
852,28.136034042553195
853,28.970339858156034
854,27.516986099290776
855,22.903902411347524
856,16.28029276595745
857,8.697173333333334
858,1.7232249645390072
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,3.34216170212766
873,11.253542127659575
874,18.973194893617023
875,24.393568226950357
876,28.136034042553195
877,28.970339858156034
878,27.516986099290776
879,22.903902411347524
880,16.28029276595745
881,8.697173333333334
882,1.7232249645390072
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,3.34216170212766
897,11.253542127659575
898,18.973194893617023
899,24.393568226950357
900,28.136034042553195
901,28.970339858156034
902,27.516986099290776
903,22.903902411347524
904,16.28029276595745
905,8.697173333333334
906,1.7232249645390072
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,3.34216170212766
921,11.253542127659575
922,18.973194893617023
923,24.393568226950357
924,28.136034042553195
925,28.970339858156034
926,27.516986099290776
927,22.903902411347524
928,16.28029276595745
929,8.697173333333334
930,1.7232249645390072
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,3.34216170212766
945,11.253542127659575
946,18.973194893617023
947,24.393568226950357
948,28.136034042553195
949,28.970339858156034
950,27.516986099290776
951,22.903902411347524
952,16.28029276595745
953,8.697173333333334
954,1.7232249645390072
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,3.34216170212766
969,11.253542127659575
970,18.973194893617023
971,24.393568226950357
972,28.136034042553195
973,28.970339858156034
974,27.516986099290776
975,22.903902411347524
976,16.28029276595745
977,8.697173333333334
978,1.7232249645390072
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,3.34216170212766
993,11.253542127659575
994,18.973194893617023
995,24.393568226950357
996,28.136034042553195
997,28.970339858156034
998,27.516986099290776
999,22.903902411347524
1000,16.28029276595745
1001,8.697173333333334
1002,1.7232249645390072
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,3.34216170212766
1017,11.253542127659575
1018,18.973194893617023
1019,24.393568226950357
1020,28.136034042553195
1021,28.970339858156034
1022,27.516986099290776
1023,22.903902411347524
1024,16.28029276595745
1025,8.697173333333334
1026,1.7232249645390072
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,3.34216170212766
1041,11.253542127659575
1042,18.973194893617023
1043,24.393568226950357
1044,28.136034042553195
1045,28.970339858156034
1046,27.516986099290776
1047,22.903902411347524
1048,16.28029276595745
1049,8.697173333333334
1050,1.7232249645390072
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,3.34216170212766
1065,11.253542127659575
1066,18.973194893617023
1067,24.393568226950357
1068,28.136034042553195
1069,28.970339858156034
1070,27.516986099290776
1071,22.903902411347524
1072,16.28029276595745
1073,8.697173333333334
1074,1.7232249645390072
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,3.34216170212766
1089,11.253542127659575
1090,18.973194893617023
1091,24.393568226950357
1092,28.136034042553195
1093,28.970339858156034
1094,27.516986099290776
1095,22.903902411347524
1096,16.28029276595745
1097,8.697173333333334
1098,1.7232249645390072
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,3.34216170212766
1113,11.253542127659575
1114,18.973194893617023
1115,24.393568226950357
1116,28.136034042553195
1117,28.970339858156034
1118,27.516986099290776
1119,22.903902411347524
1120,16.28029276595745
1121,8.697173333333334
1122,1.7232249645390072
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,3.34216170212766
1137,11.253542127659575
1138,18.973194893617023
1139,24.393568226950357
1140,28.136034042553195
1141,28.970339858156034
1142,27.516986099290776
1143,22.903902411347524
1144,16.28029276595745
1145,8.697173333333334
1146,1.7232249645390072
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,3.34216170212766
1161,11.253542127659575
1162,18.973194893617023
1163,24.393568226950357
1164,28.136034042553195
1165,28.970339858156034
1166,27.516986099290776
1167,22.903902411347524
1168,16.28029276595745
1169,8.697173333333334
1170,1.7232249645390072
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,3.34216170212766
1185,11.253542127659575
1186,18.973194893617023
1187,24.393568226950357
1188,28.136034042553195
1189,28.970339858156034
1190,27.516986099290776
1191,22.903902411347524
1192,16.28029276595745
1193,8.697173333333334
1194,1.7232249645390072
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,3.34216170212766
1209,11.253542127659575
1210,18.973194893617023
1211,24.393568226950357
1212,28.136034042553195
1213,28.970339858156034
1214,27.516986099290776
1215,22.903902411347524
1216,16.28029276595745
1217,8.697173333333334
1218,1.7232249645390072
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,3.34216170212766
1233,11.253542127659575
1234,18.973194893617023
1235,24.393568226950357
1236,28.136034042553195
1237,28.970339858156034
1238,27.516986099290776
1239,22.903902411347524
1240,16.28029276595745
1241,8.697173333333334
1242,1.7232249645390072
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,3.34216170212766
1257,11.253542127659575
1258,18.973194893617023
1259,24.393568226950357
1260,28.136034042553195
1261,28.970339858156034
1262,27.516986099290776
1263,22.903902411347524
1264,16.28029276595745
1265,8.697173333333334
1266,1.7232249645390072
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,3.34216170212766
1281,11.253542127659575
1282,18.973194893617023
1283,24.393568226950357
1284,28.136034042553195
1285,28.970339858156034
1286,27.516986099290776
1287,22.903902411347524
1288,16.28029276595745
1289,8.697173333333334
1290,1.7232249645390072
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,3.34216170212766
1305,11.253542127659575
1306,18.973194893617023
1307,24.393568226950357
1308,28.136034042553195
1309,28.970339858156034
1310,27.516986099290776
1311,22.903902411347524
1312,16.28029276595745
1313,8.697173333333334
1314,1.7232249645390072
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,3.34216170212766
1329,11.253542127659575
1330,18.973194893617023
1331,24.393568226950357
1332,28.136034042553195
1333,28.970339858156034
1334,27.516986099290776
1335,22.903902411347524
1336,16.28029276595745
1337,8.697173333333334
1338,1.7232249645390072
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,3.34216170212766
1353,11.253542127659575
1354,18.973194893617023
1355,24.393568226950357
1356,28.136034042553195
1357,28.970339858156034
1358,27.516986099290776
1359,22.903902411347524
1360,16.28029276595745
1361,8.697173333333334
1362,1.7232249645390072
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,3.34216170212766
1377,11.253542127659575
1378,18.973194893617023
1379,24.393568226950357
1380,28.136034042553195
1381,28.970339858156034
1382,27.516986099290776
1383,22.903902411347524
1384,16.28029276595745
1385,8.697173333333334
1386,1.7232249645390072
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,3.34216170212766
1401,11.253542127659575
1402,18.973194893617023
1403,24.393568226950357
1404,28.136034042553195
1405,28.970339858156034
1406,27.516986099290776
1407,22.903902411347524
1408,16.28029276595745
1409,8.697173333333334
1410,1.7232249645390072
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.8569889032258065
1424,7.71210735483871
1425,16.548897032258065
1426,24.287958709677426
1427,29.363563354838714
1428,33.61706116129032
1429,34.094575483870976
1430,32.086214193548386
1431,26.32036748387097
1432,19.6592144516129
1433,12.192867096774195
1434,4.179769806451613
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.8569889032258065
1448,7.71210735483871
1449,16.548897032258065
1450,24.287958709677426
1451,29.363563354838714
1452,33.61706116129032
1453,34.094575483870976
1454,32.086214193548386
1455,26.32036748387097
1456,19.6592144516129
1457,12.192867096774195
1458,4.179769806451613
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.8569889032258065
1472,7.71210735483871
1473,16.548897032258065
1474,24.287958709677426
1475,29.363563354838714
1476,33.61706116129032
1477,34.094575483870976
1478,32.086214193548386
1479,26.32036748387097
1480,19.6592144516129
1481,12.192867096774195
1482,4.179769806451613
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.8569889032258065
1496,7.71210735483871
1497,16.548897032258065
1498,24.287958709677426
1499,29.363563354838714
1500,33.61706116129032
1501,34.094575483870976
1502,32.086214193548386
1503,26.32036748387097
1504,19.6592144516129
1505,12.192867096774195
1506,4.179769806451613
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.8569889032258065
1520,7.71210735483871
1521,16.548897032258065
1522,24.287958709677426
1523,29.363563354838714
1524,33.61706116129032
1525,34.094575483870976
1526,32.086214193548386
1527,26.32036748387097
1528,19.6592144516129
1529,12.192867096774195
1530,4.179769806451613
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.8569889032258065
1544,7.71210735483871
1545,16.548897032258065
1546,24.287958709677426
1547,29.363563354838714
1548,33.61706116129032
1549,34.094575483870976
1550,32.086214193548386
1551,26.32036748387097
1552,19.6592144516129
1553,12.192867096774195
1554,4.179769806451613
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.8569889032258065
1568,7.71210735483871
1569,16.548897032258065
1570,24.287958709677426
1571,29.363563354838714
1572,33.61706116129032
1573,34.094575483870976
1574,32.086214193548386
1575,26.32036748387097
1576,19.6592144516129
1577,12.192867096774195
1578,4.179769806451613
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.8569889032258065
1592,7.71210735483871
1593,16.548897032258065
1594,24.287958709677426
1595,29.363563354838714
1596,33.61706116129032
1597,34.094575483870976
1598,32.086214193548386
1599,26.32036748387097
1600,19.6592144516129
1601,12.192867096774195
1602,4.179769806451613
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.8569889032258065
1616,7.71210735483871
1617,16.548897032258065
1618,24.287958709677426
1619,29.363563354838714
1620,33.61706116129032
1621,34.094575483870976
1622,32.086214193548386
1623,26.32036748387097
1624,19.6592144516129
1625,12.192867096774195
1626,4.179769806451613
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.8569889032258065
1640,7.71210735483871
1641,16.548897032258065
1642,24.287958709677426
1643,29.363563354838714
1644,33.61706116129032
1645,34.094575483870976
1646,32.086214193548386
1647,26.32036748387097
1648,19.6592144516129
1649,12.192867096774195
1650,4.179769806451613
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.8569889032258065
1664,7.71210735483871
1665,16.548897032258065
1666,24.287958709677426
1667,29.363563354838714
1668,33.61706116129032
1669,34.094575483870976
1670,32.086214193548386
1671,26.32036748387097
1672,19.6592144516129
1673,12.192867096774195
