Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1096752,-,-,-,32.7,-114.63,-7,58,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,Temperature,DHI,DNI,Wind Speed,Relative Humidity,Pressure,Ozone,Dew Point,Cloud Type
2023,1,1,0,0,0,13.4,0,0,2.8000000000000003,98.51,1003,0.297,13.200000000000001,6
2023,1,1,1,0,0,13.4,0,0,2.7,98.60000000000001,1003,0.298,13.200000000000001,6
2023,1,1,2,0,0,13.600000000000001,0,0,3.1,96.36,1002,0.299,13,6
2023,1,1,3,0,0,13.9,0,0,3.4000000000000004,93.01,1001,0.299,12.8,6
2023,1,1,4,0,0,14.200000000000001,0,0,3.8000000000000003,90.32000000000001,1000,0.301,12.600000000000001,6
2023,1,1,5,0,0,14.4,0,0,4.2,89.69,999,0.304,12.700000000000001,6
2023,1,1,6,0,0,14.200000000000001,0,0,4.4,92.21000000000001,999,0.31,13,6
2023,1,1,7,0,0,13.8,0,0,4.3,95.13,1000,0.316,13,3
2023,1,1,8,0,5,14.600000000000001,5,0,4.6000000000000005,90.79,1000,0.317,13.100000000000001,3
2023,1,1,9,0,14,16.3,14,0,5.5,76.84,1001,0.318,12.200000000000001,3
2023,1,1,10,0,27,17.400000000000002,27,0,6.300000000000001,59.56,1001,0.318,9.4,3
2023,1,1,11,0,41,18.2,41,0,6.7,47.94,1001,0.317,7,3
2023,1,1,12,0,37,18.900000000000002,37,0,6.9,40.660000000000004,1000,0.315,5.2,3
