Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1096752,-,-,-,32.7,-114.63,-7,58,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Temperature,DHI,DNI,Wind Speed,Relative Humidity,Pressure,Ozone,Dew Point,Cloud Type
2019,1,1,0,0,0,5.300000000000001,0,0,1.2000000000000002,57.410000000000004,1009,0.34,-2.4000000000000004,4
2019,1,1,1,0,0,4.2,0,0,1.5,58.300000000000004,1010,0.343,-3.3000000000000003,4
2019,1,1,2,0,0,3.3000000000000003,0,0,2,56.43,1011,0.34400000000000003,-4.5,4
2019,1,1,3,0,0,2.8000000000000003,0,0,2.6,52.17,1011,0.34400000000000003,-6.1000000000000005,4
2019,1,1,4,0,0,2.5,0,0,3.1,47.33,1011,0.34400000000000003,-7.6000000000000005,4
2019,1,1,5,0,0,2.3000000000000003,0,0,3.4000000000000004,44.2,1011,0.34400000000000003,-8.700000000000001,0
2019,1,1,6,0,0,2,0,0,3.4000000000000004,43.660000000000004,1012,0.34400000000000003,-9.1,0
2019,1,1,7,0,0,1.6,0,0,3.2,44.95,1013,0.34500000000000003,-9.1,0
2019,1,1,8,0,35,3.2,21,287,3.8000000000000003,41.25,1014,0.34600000000000003,-8.700000000000001,0
2019,1,1,9,0,213,5.9,56,688,4.4,33.59,1014,0.34700000000000003,-8.9,0
2019,1,1,10,0,390,8.8,77,827,5.2,25.2,1015,0.35000000000000003,-10.100000000000001,0
2019,1,1,11,0,524,11.100000000000001,84,900,4.9,19.87,1014,0.352,-11.100000000000001,0
2019,1,1,12,0,601,12.5,92,923,4.6000000000000005,17.47,1013,0.356,-11.600000000000001,0
2019,1,1,13,0,614,13.200000000000001,94,925,4.5,16.72,1012,0.361,-11.600000000000001,0
2019,1,1,14,0,557,13.4,100,878,4.6000000000000005,16.73,1012,0.367,-11.4,0
2019,1,1,15,0,442,13.100000000000001,90,822,4.7,17.39,1012,0.372,-11.200000000000001,0
2019,1,1,16,0,279,11.8,72,706,3.9000000000000004,20.19,1012,0.375,-10.3,0
2019,1,1,17,0,96,7.9,41,439,2.3000000000000003,30.64,1012,0.376,-8.4,0
2019,1,1,18,0,0,6.300000000000001,0,0,2.7,32.24,1013,0.373,-9.1,0
2019,1,1,19,0,0,5.6000000000000005,0,0,3.3000000000000003,30.82,1014,0.367,-10.3,0
2019,1,1,20,0,0,4.7,0,0,3.6,30.67,1014,0.363,-11.100000000000001,0
2019,1,1,21,0,0,4.1000000000000005,0,0,3.8000000000000003,30.59,1014,0.362,-11.700000000000001,0
2019,1,1,22,0,0,3.4000000000000004,0,0,3.6,32.06,1014,0.36,-11.700000000000001,0
2019,1,1,23,0,0,2.9000000000000004,0,0,3.5,33.5,1014,0.359,-11.600000000000001,0
2019,1,2,0,0,0,2.3000000000000003,0,0,3.4000000000000004,35.53,1014,0.357,-11.4,0
2019,1,2,1,0,0,1.8,0,0,3.3000000000000003,37.410000000000004,1014,0.355,-11.200000000000001,0
2019,1,2,2,0,0,1.3,0,0,3.3000000000000003,38.84,1014,0.353,-11.200000000000001,0
2019,1,2,3,0,0,1.1,0,0,3.6,38.64,1014,0.35000000000000003,-11.5,0
2019,1,2,4,0,0,0.9,0,0,3.8000000000000003,38.57,1014,0.34800000000000003,-11.700000000000001,0
2019,1,2,5,0,0,0.7000000000000001,0,0,3.8000000000000003,38.7,1014,0.34800000000000003,-11.8,0
2019,1,2,6,0,0,0.6000000000000001,0,0,3.9000000000000004,38.85,1014,0.34700000000000003,-11.8,0
2019,1,2,7,0,0,0.4,0,0,3.7,39.730000000000004,1015,0.34500000000000003,-11.700000000000001,0
2019,1,2,8,0,34,2.1,21,254,4.4,35.31,1016,0.342,-11.700000000000001,0
2019,1,2,9,0,209,5,57,665,4.7,28.66,1017,0.341,-11.700000000000001,0
2019,1,2,10,0,386,8.4,77,814,5.7,21.59,1017,0.341,-12.4,0
2019,1,2,11,0,516,10.700000000000001,102,846,6.1000000000000005,17.72,1017,0.339,-12.9,0
2019,1,2,12,0,594,12.100000000000001,110,876,6.2,15.63,1016,0.335,-13.3,0
2019,1,2,13,0,608,13.100000000000001,112,881,6,14.15,1015,0.33,-13.700000000000001,0
2019,1,2,14,0,548,13.600000000000001,125,809,5.4,13.31,1015,0.324,-14.100000000000001,0
2019,1,2,15,0,436,13.700000000000001,109,758,4.5,13.14,1015,0.318,-14.100000000000001,0
2019,1,2,16,0,277,12.100000000000001,82,660,2.3000000000000003,19.77,1015,0.312,-10.4,0
2019,1,2,17,0,97,8.200000000000001,45,409,1.2000000000000002,31.3,1016,0.307,-7.800000000000001,0
2019,1,2,18,0,0,7.300000000000001,0,0,1,30.490000000000002,1016,0.303,-8.9,0
2019,1,2,19,0,0,6.7,0,0,1,30.740000000000002,1017,0.299,-9.4,0
2019,1,2,20,0,0,6.1000000000000005,0,0,1,31.14,1017,0.295,-9.700000000000001,0
2019,1,2,21,0,0,5.4,0,0,1,32.49,1017,0.292,-9.8,0
2019,1,2,22,0,0,4.800000000000001,0,0,1,33.55,1017,0.289,-9.9,0
