Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1096752,-,-,-,32.7,-114.63,-7,58,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Temperature,DHI,DNI,Wind Speed,Relative Humidity,Pressure,Ozone,Dew Point,Cloud Type
2022,1,1,0,0,0,9.8,0,0,2.2,87.25,1002,0.296,7.800000000000001,0
2022,1,1,1,0,0,9.4,0,0,2.3000000000000003,88.12,1003,0.296,7.5,0
2022,1,1,2,0,0,9.1,0,0,2.8000000000000003,88.01,1004,0.296,7.2,0
2022,1,1,3,0,0,9,0,0,3.5,85.03,1005,0.295,6.6000000000000005,3
2022,1,1,4,0,0,8.9,0,0,4.1000000000000005,77.88,1006,0.294,5.2,0
2022,1,1,5,0,0,8.3,0,0,4.2,66.96000000000001,1007,0.296,2.5,0
2022,1,1,6,0,0,7.1000000000000005,0,0,3.9000000000000004,56.79,1009,0.296,-0.9,0
2022,1,1,7,0,0,6,0,0,3.7,49.46,1010,0.293,-3.8000000000000003,0
2022,1,1,8,0,35,7.1000000000000005,21,280,4.4,41.410000000000004,1012,0.28800000000000003,-5.1000000000000005,0
2022,1,1,9,0,214,9.4,53,702,5,33.34,1013,0.28600000000000003,-5.9,0
2022,1,1,10,0,390,12.200000000000001,73,838,6.300000000000001,22.77,1015,0.28600000000000003,-8.5,0
2022,1,1,11,0,520,13.600000000000001,97,866,6.1000000000000005,18.02,1015,0.28500000000000003,-10.3,0
2022,1,1,12,0,601,14.4,102,905,5.800000000000001,16.2,1015,0.28500000000000003,-11,0
2022,1,1,13,0,615,14.8,102,911,5.5,15.41,1014,0.28500000000000003,-11.3,0
2022,1,1,14,0,562,15,98,892,5.300000000000001,15.07,1014,0.28500000000000003,-11.4,0
2022,1,1,15,0,445,14.700000000000001,90,829,4.9,15.4,1015,0.28400000000000003,-11.4,0
2022,1,1,16,0,282,13.4,72,714,3.6,19.54,1015,0.28300000000000003,-9.4,0
2022,1,1,17,0,98,9.200000000000001,42,448,1.9000000000000001,35.7,1016,0.28200000000000003,-5.2,0
2022,1,1,18,0,0,7.4,0,0,2,38.87,1017,0.281,-5.7,0
2022,1,1,19,0,0,6.6000000000000005,0,0,2.3000000000000003,39.29,1018,0.281,-6.300000000000001,0
2022,1,1,20,0,0,6,0,0,2.5,39.43,1019,0.28,-6.800000000000001,1
2022,1,1,21,0,0,5.300000000000001,0,0,2.6,40.45,1019,0.278,-7.1000000000000005,0
2022,1,1,22,0,0,4.7,0,0,2.6,41.77,1019,0.277,-7.2,0
2022,1,1,23,0,0,4,0,0,2.5,44.13,1019,0.275,-7.1000000000000005,0
2022,1,2,0,0,0,3.2,0,0,2.3000000000000003,47.4,1019,0.273,-6.9,0
2022,1,2,1,0,0,2.6,0,0,2.2,50.25,1019,0.271,-6.7,0
2022,1,2,2,0,0,2.1,0,0,2.1,52.34,1019,0.27,-6.7,0
2022,1,2,3,0,0,1.8,0,0,2.3000000000000003,52.730000000000004,1019,0.27,-6.800000000000001,0
2022,1,2,4,0,0,1.7000000000000002,0,0,2.6,51.660000000000004,1019,0.269,-7.2,0
2022,1,2,5,0,0,1.6,0,0,2.7,50.480000000000004,1020,0.269,-7.6000000000000005,0
2022,1,2,6,0,0,1.4000000000000001,0,0,2.8000000000000003,49.64,1020,0.269,-8,0
2022,1,2,7,0,0,1.2000000000000002,0,0,2.7,49.04,1021,0.268,-8.3,0
2022,1,2,8,0,36,3.5,19,332,3.5,40.22,1021,0.267,-8.8,0
2022,1,2,9,0,216,6.5,49,729,3.8000000000000003,31.1,1022,0.266,-9.4,0
2022,1,2,10,0,396,10.3,64,876,3.9000000000000004,20.27,1022,0.265,-11.600000000000001,0
2022,1,2,11,0,534,13.5,71,947,4,12.66,1021,0.265,-14.8,0
2022,1,2,12,0,614,15.100000000000001,76,973,4,10.75,1020,0.264,-15.5,0
2022,1,2,13,0,628,16,77,977,3.9000000000000004,10.07,1018,0.263,-15.600000000000001,0
2022,1,2,14,0,573,16.400000000000002,81,943,3.8000000000000003,9.97,1017,0.262,-15.4,0
2022,1,2,15,0,459,16.2,73,894,3.4000000000000004,10.58,1016,0.262,-14.8,0
2022,1,2,16,0,295,14.200000000000001,59,795,1.8,22.73,1016,0.262,-6.800000000000001,0
2022,1,2,17,0,107,9.9,36,550,1.4000000000000001,33.58,1016,0.262,-5.4,0
2022,1,2,18,0,0,8.200000000000001,0,0,1.5,33.83,1016,0.263,-6.800000000000001,0
2022,1,2,19,0,0,7,0,0,1.6,35.72,1016,0.263,-7.2,0
2022,1,2,20,0,0,6,0,0,1.6,37.13,1016,0.263,-7.6000000000000005,0
2022,1,2,21,0,0,5.1000000000000005,0,0,1.8,37.68,1016,0.264,-8.200000000000001,0
2022,1,2,22,0,0,4.6000000000000005,0,0,2,37.28,1016,0.265,-8.8,0
2022,1,2,23,0,0,4.1000000000000005,0,0,2.2,37.82,1016,0.266,-9,0
2022,1,3,0,0,0,3.6,0,0,2.2,39.160000000000004,1016,0.267,-9,0
2022,1,3,1,0,0,3.1,0,0,2.2,41.300000000000004,1016,0.268,-8.8,0
2022,1,3,2,0,0,2.8000000000000003,0,0,2.2,43.36,1016,0.269,-8.5,0
2022,1,3,3,0,0,2.6,0,0,2.3000000000000003,45.68,1015,0.27,-8,0
2022,1,3,4,0,0,2.3000000000000003,0,0,2.3000000000000003,48.78,1015,0.27,-7.4,0
2022,1,3,5,0,0,2,0,0,2.1,51.58,1015,0.27,-6.9,0
2022,1,3,6,0,0,1.8,0,0,1.9000000000000001,52.85,1015,0.272,-6.800000000000001,1
2022,1,3,7,0,0,1.9000000000000001,0,0,1.8,51.910000000000004,1016,0.274,-7,0
2022,1,3,8,0,35,4.5,19,315,1.9000000000000001,47.15,1016,0.275,-5.800000000000001,1
2022,1,3,9,0,215,8.200000000000001,50,723,2.5,32.93,1017,0.277,-7.2,0
2022,1,3,10,0,395,11.200000000000001,65,871,2.3000000000000003,25.310000000000002,1017,0.28,-8,0
2022,1,3,11,0,526,14,86,898,2.2,19.990000000000002,1017,0.28500000000000003,-8.6,0
2022,1,3,12,0,607,16,90,935,2.2,16.89,1016,0.28700000000000003,-9.200000000000001,0
2022,1,3,13,0,623,17.3,90,944,2.1,15.19,1014,0.28800000000000003,-9.5,0
2022,1,3,14,0,560,18,104,870,1.7000000000000002,14.15,1013,0.28800000000000003,-9.8,0
2022,1,3,15,0,447,18,95,813,1.3,14.19,1013,0.28800000000000003,-9.8,0
2022,1,3,16,0,283,15.9,78,688,0.7000000000000001,30.93,1013,0.28800000000000003,-1.3,0
2022,1,3,17,0,99,12.9,46,399,1.1,30.19,1014,0.28700000000000003,-4.2,0
2022,1,3,18,0,0,12.3,0,0,1,26.25,1014,0.28600000000000003,-6.6000000000000005,0
2022,1,3,19,0,0,11.8,0,0,0.8,25.44,1014,0.28600000000000003,-7.4,0
2022,1,3,20,0,0,11,0,0,0.8,26.42,1015,0.28500000000000003,-7.6000000000000005,0
2022,1,3,21,0,0,10.200000000000001,0,0,0.9,27.94,1015,0.28400000000000003,-7.6000000000000005,0
2022,1,3,22,0,0,9.3,0,0,1,30.11,1016,0.28200000000000003,-7.4,0
2022,1,3,23,0,0,8.8,0,0,1,32,1016,0.28200000000000003,-7,0
2022,1,4,0,0,0,8.4,0,0,0.9,33.1,1015,0.28200000000000003,-6.9,0
2022,1,4,1,0,0,8,0,0,0.9,34.13,1015,0.281,-6.9,0
2022,1,4,2,0,0,7.4,0,0,0.9,35.59,1015,0.281,-6.9,0
2022,1,4,3,0,0,6.7,0,0,1,36.56,1015,0.28,-7.1000000000000005,0
2022,1,4,4,0,0,6.4,0,0,1,35.980000000000004,1015,0.279,-7.6000000000000005,0
2022,1,4,5,0,0,6.300000000000001,0,0,0.9,35.14,1015,0.279,-8,0
2022,1,4,6,0,0,6,0,0,0.9,35.07,1015,0.28,-8.3,1
2022,1,4,7,0,0,5.6000000000000005,0,0,0.9,35.59,1016,0.28200000000000003,-8.5,0
2022,1,4,8,0,30,6.800000000000001,20,187,1,38.69,1016,0.28200000000000003,-6.300000000000001,1
2022,1,4,9,0,197,9.700000000000001,58,608,2,29.05,1017,0.281,-7.5,0
2022,1,4,10,0,371,12.3,77,774,1.8,25.3,1017,0.281,-7,0
2022,1,4,11,0,505,15.4,85,857,1.7000000000000002,20.77,1017,0.28,-7,0
