datetime,GHI,GHI_climatology,power_true_MW,power_clim_MW
73,0,0.0,0.0,0.0
74,0,0.0,0.0,0.0
75,0,0.0,0.0,0.0
76,0,0.0,0.0,0.0
77,0,0.0,0.0,0.0
78,0,0.0,0.0,0.0
79,0,0.0,0.0,0.0
80,22,30.503225806451614,0.90112,1.2494121290322582
81,119,191.54193548387096,4.87424,7.8455576774193565
82,275,359.18709677419355,11.264,14.712303483870969
83,484,492.3354838709677,19.82464,20.16606141935484
84,574,570.7741935483871,23.51104,23.378910967741938
85,465,584.1096774193549,19.0464,23.925132387096777
86,427,523.483870967742,17.48992,21.441899354838714
87,401,414.7032258064516,16.42496,16.986244129032258
88,274,278.3354838709677,11.22304,11.40062141935484
89,98,117.14838709677419,4.01408,4.798397935483871
90,0,1.232258064516129,0.0,0.050473290322580654
91,0,0.0,0.0,0.0
92,0,0.0,0.0,0.0
93,0,0.0,0.0,0.0
94,0,0.0,0.0,0.0
95,0,0.0,0.0,0.0
96,0,0.0,0.0,0.0
97,0,0.0,0.0,0.0
98,0,0.0,0.0,0.0
99,0,0.0,0.0,0.0
100,0,0.0,0.0,0.0
101,0,0.0,0.0,0.0
102,0,0.0,0.0,0.0
103,0,0.0,0.0,0.0
